Region,Month of Period End,Median Sale Price in Thousands,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List as %,Average Sale To List MoM ,Average Sale To List YoY ,Average Listing Price Thousands
"Washington, DC metro area",February 2015,353.0,3.7%,4.6%,"3,709",4.4%,3.6%,"6,215",16.8%,8.3%,"13,964",2.5%,13.5%,61,0,15,98.3,0.4%,-0.4%,359
"Washington, DC metro area",March 2015,357.0,1.3%,3.5%,"5,082",37.0%,15.0%,"8,980",44.5%,15.4%,"15,480",10.9%,16.9%,43,-18,12,98.7,0.4%,-0.2%,361
"Washington, DC metro area",April 2015,369.0,3.4%,1.1%,"5,795",14.0%,10.5%,"10,882",21.2%,15.3%,"18,131",17.1%,23.0%,27,-16,4,99.0,0.3%,-0.1%,372
"Washington, DC metro area",May 2015,385.0,4.3%,2.7%,"6,356",9.7%,5.2%,"9,979",-8.3%,2.2%,"19,570",7.9%,22.9%,20,-7,1,99.0,0.0%,-0.2%,388
"Washington, DC metro area",June 2015,390.0,1.3%,0.5%,"7,610",19.7%,15.3%,"8,539",-14.4%,3.3%,"19,933",1.9%,14.5%,24,4,5,99.0,0.1%,0.0%,393
"Washington, DC metro area",July 2015,375.0,-3.8%,0.0%,"7,102",-6.7%,14.4%,"8,121",-4.9%,5.2%,"20,064",0.7%,6.8%,29,5,6,98.8,-0.2%,-0.1%,379
"Washington, DC metro area",August 2015,367.0,-2.1%,-0.1%,"6,147",-13.4%,7.6%,"6,979",-14.1%,4.2%,"19,588",-2.4%,4.4%,37,8,7,98.7,-0.1%,0.0%,371
"Washington, DC metro area",September 2015,350.0,-4.6%,0.0%,"5,649",-8.1%,13.5%,"7,242",3.8%,3.9%,"19,615",0.1%,3.4%,40,3,3,98.6,0.0%,0.0%,354
"Washington, DC metro area",October 2015,354.0,1.1%,-0.3%,"5,235",-7.3%,2.3%,"6,715",-7.3%,4.8%,"18,723",-4.5%,3.0%,42,2,2,98.6,-0.1%,0.1%,359
"Washington, DC metro area",November 2015,360.0,1.7%,1.3%,"4,444",-15.1%,8.0%,"4,540",-32.4%,6.0%,"16,442",-12.2%,2.8%,44,2,2,98.5,-0.1%,0.1%,365
"Washington, DC metro area",December 2015,350.0,-2.8%,-5.3%,"5,721",28.7%,8.8%,"3,691",-18.7%,4.9%,"14,186",-13.7%,0.7%,51,7,-1,98.5,0.1%,0.1%,355
"Washington, DC metro area",January 2016,345.0,-1.4%,1.5%,"3,782",-33.9%,6.5%,"4,752",28.7%,-10.7%,"13,435",-5.3%,-1.4%,61,10,0,98.2,-0.3%,0.2%,351
"Washington, DC metro area",February 2016,342.0,-1.0%,-3.1%,"4,054",7.2%,9.3%,"6,447",35.7%,3.7%,"13,547",0.8%,-3.0%,64,3,3,98.4,0.2%,0.1%,347
"Washington, DC metro area",March 2016,360.0,5.4%,0.8%,"5,309",31.0%,4.5%,"10,381",61.0%,15.6%,"15,559",14.9%,0.5%,47,-17,4,98.7,0.3%,0.0%,364
"Washington, DC metro area",April 2016,372.0,3.3%,0.8%,"6,336",19.3%,9.3%,"10,847",4.5%,-0.3%,"17,288",11.1%,-4.6%,24,-23,-3,99.0,0.3%,0.1%,375
"Washington, DC metro area",May 2016,385.0,3.5%,0.0%,"7,259",14.6%,14.2%,"9,135",-15.8%,-8.5%,"17,510",1.3%,-10.5%,20,-4,0,99.2,0.2%,0.2%,388
"Washington, DC metro area",June 2016,391.0,1.6%,0.3%,"8,155",12.3%,7.2%,"8,616",-5.7%,0.9%,"17,504",0.0%,-12.2%,22,2,-2,99.2,-0.1%,0.1%,394
"Washington, DC metro area",July 2016,380.0,-2.8%,1.3%,"6,942",-14.9%,-2.3%,"7,566",-12.2%,-6.8%,"17,207",-1.7%,-14.2%,27,5,-2,99.1,-0.1%,0.3%,383
"Washington, DC metro area",August 2016,373.0,-1.8%,1.6%,"7,112",2.4%,15.7%,"6,775",-10.5%,-2.9%,"16,440",-4.5%,-16.1%,32,5,-5,98.9,-0.2%,0.2%,377
"Washington, DC metro area",September 2016,363.0,-2.7%,3.7%,"6,048",-15.0%,7.1%,"7,280",7.5%,0.5%,"16,600",1.0%,-15.4%,35,3,-5,98.9,0.0%,0.3%,367
"Washington, DC metro area",October 2016,360.0,-0.7%,1.8%,"5,517",-8.8%,5.4%,"6,109",-16.1%,-9.0%,"15,551",-6.3%,-16.9%,36,1,-6,98.8,-0.1%,0.3%,364
"Washington, DC metro area",November 2016,370.0,2.6%,2.8%,"5,283",-4.2%,18.9%,"4,912",-19.6%,8.2%,"13,893",-10.7%,-15.5%,36,0,-8,98.7,-0.1%,0.3%,374
"Washington, DC metro area",December 2016,372.0,0.5%,6.3%,"5,585",5.7%,-2.4%,"3,808",-22.5%,3.2%,"12,042",-13.3%,-15.1%,43,7,-8,98.8,0.0%,0.2%,376
"Washington, DC metro area",January 2017,357.0,-4.1%,3.4%,"4,129",-26.1%,9.2%,"5,414",42.2%,13.9%,"11,413",-5.2%,-15.1%,49,6,-12,98.6,-0.1%,0.5%,362
"Washington, DC metro area",February 2017,360.0,0.9%,5.4%,"4,372",5.9%,7.8%,"7,216",33.3%,11.9%,"12,074",5.8%,-10.9%,46,-3,-18,98.9,0.2%,0.5%,364
"Washington, DC metro area",March 2017,370.0,2.8%,2.8%,"6,158",40.9%,16.0%,"10,434",44.6%,0.5%,"13,709",13.5%,-11.9%,27,-19,-20,99.0,0.2%,0.3%,373
"Washington, DC metro area",April 2017,390.0,5.4%,4.8%,"6,419",4.2%,1.3%,"9,787",-6.2%,-9.8%,"14,893",8.6%,-13.9%,17,-10,-7,99.4,0.3%,0.3%,392
"Washington, DC metro area",May 2017,400.0,2.6%,3.9%,"7,907",23.2%,8.9%,"9,951",1.7%,8.9%,"15,411",3.5%,-12.0%,16,-1,-4,99.4,0.1%,0.2%,402
"Washington, DC metro area",June 2017,405.0,1.3%,3.6%,"8,666",9.6%,6.3%,"9,452",-5.0%,9.7%,"15,982",3.7%,-8.7%,18,2,-4,99.3,-0.1%,0.2%,407
"Washington, DC metro area",July 2017,395.0,-2.5%,3.9%,"7,389",-14.7%,6.4%,"7,650",-19.1%,1.1%,"15,813",-1.1%,-8.1%,21,3,-6,99.2,-0.1%,0.2%,398
"Washington, DC metro area",August 2017,386.0,-2.2%,3.5%,"7,149",-3.2%,0.5%,"7,305",-4.5%,7.8%,"15,378",-2.8%,-6.5%,27,6,-5,99.1,-0.1%,0.3%,389
"Washington, DC metro area",September 2017,368.0,-4.8%,1.3%,"5,800",-18.9%,-4.1%,"7,625",4.4%,4.7%,"15,810",2.8%,-4.8%,29,2,-6,99.0,-0.2%,0.1%,371
"Washington, DC metro area",October 2017,378.0,2.8%,4.8%,"6,029",3.9%,9.3%,"6,645",-12.9%,8.8%,"14,882",-5.9%,-4.3%,28,-1,-8,99.1,0.1%,0.3%,381
"Washington, DC metro area",November 2017,385.0,1.9%,4.1%,"5,545",-8.0%,5.0%,"5,010",-24.6%,2.0%,"13,093",-12.0%,-5.8%,33,5,-3,98.9,-0.2%,0.2%,389
"Washington, DC metro area",December 2017,385.0,0.0%,3.5%,"5,477",-1.2%,-1.9%,"3,404",-32.1%,-10.6%,"11,019",-15.8%,-8.5%,39,6,-4,98.9,0.0%,0.1%,389
"Washington, DC metro area",January 2018,364.0,-5.5%,2.0%,"4,108",-25.0%,-0.5%,"5,288",55.3%,-2.3%,"10,192",-7.5%,-10.7%,43,4,-6,98.8,-0.1%,0.1%,368
"Washington, DC metro area",February 2018,375.0,3.0%,4.1%,"4,382",6.7%,0.2%,"6,746",27.6%,-6.5%,"10,622",4.2%,-12.0%,43,0,-3,99.0,0.2%,0.1%,378
"Washington, DC metro area",March 2018,391.0,4.3%,5.7%,"5,941",35.6%,-3.5%,"9,558",41.7%,-8.4%,"11,731",10.4%,-14.4%,21,-22,-6,99.3,0.3%,0.2%,393
"Washington, DC metro area",April 2018,405.0,3.6%,3.8%,"6,698",12.7%,4.3%,"10,329",8.1%,5.5%,"13,242",12.9%,-11.1%,13,-8,-4,99.5,0.3%,0.2%,407
"Washington, DC metro area",May 2018,410.0,1.2%,2.5%,"7,820",16.8%,-1.1%,"10,288",-0.4%,3.4%,"14,318",8.1%,-7.1%,14,1,-2,99.6,0.1%,0.2%,411
"Washington, DC metro area",June 2018,418.0,2.0%,3.2%,"8,282",5.9%,-4.4%,"8,800",-14.5%,-6.9%,"14,452",0.9%,-9.6%,15,1,-3,99.7,0.1%,0.3%,419
"Washington, DC metro area",July 2018,400.0,-4.3%,1.3%,"7,483",-9.6%,1.3%,"7,632",-13.3%,-0.2%,"13,967",-3.4%,-11.7%,19,4,-2,99.3,-0.3%,0.1%,402
"Washington, DC metro area",August 2018,399.0,-0.2%,3.3%,"7,068",-5.5%,-1.1%,"7,252",-5.0%,-0.7%,"14,092",0.9%,-8.4%,24,5,-3,99.2,-0.2%,0.0%,402
"Washington, DC metro area",September 2018,382.0,-4.2%,4.0%,"5,253",-25.7%,-9.4%,"6,964",-4.0%,-8.7%,"15,601",10.7%,-1.3%,28,4,-1,99.1,-0.1%,0.1%,385
"Washington, DC metro area",October 2018,390.0,2.0%,3.2%,"5,872",11.8%,-2.6%,"6,516",-6.4%,-1.9%,"15,469",-0.8%,3.9%,43,15,15,99.1,0.0%,0.0%,393
"Washington, DC metro area",November 2018,390.0,0.0%,1.3%,"5,503",-6.3%,-0.8%,"4,627",-29.0%,-7.6%,"13,398",-13.4%,2.3%,48,5,15,98.9,-0.3%,-0.1%,394
"Washington, DC metro area",December 2018,399.0,2.3%,3.6%,"5,181",-5.9%,-5.4%,"3,025",-34.6%,-11.1%,"11,035",-17.6%,0.1%,50,2,11,98.9,0.0%,0.0%,403
"Washington, DC metro area",January 2019,385.0,-3.5%,5.8%,"4,080",-21.3%,-0.7%,"4,933",63.1%,-6.7%,"10,754",-2.5%,5.5%,60,10,17,98.8,-0.1%,0.0%,389
"Washington, DC metro area",February 2019,387.0,0.5%,3.2%,"4,153",1.8%,-5.2%,"6,003",21.7%,-11.0%,"11,247",4.6%,5.9%,48,-12,5,99.1,0.3%,0.1%,390
"Washington, DC metro area",March 2019,405.0,4.7%,3.6%,"5,792",39.5%,-2.5%,"8,816",46.9%,-7.8%,"12,537",11.5%,6.9%,33,-15,12,99.5,0.4%,0.2%,407
"Washington, DC metro area",April 2019,420.0,3.7%,3.7%,"6,760",16.7%,0.9%,"9,712",10.2%,-6.0%,"13,828",10.3%,4.4%,24,-9,11,99.8,0.3%,0.2%,420
"Washington, DC metro area",May 2019,423.0,0.6%,3.0%,"8,003",18.4%,2.3%,"9,852",1.4%,-4.2%,"14,992",8.4%,4.7%,23,-1,9,99.8,0.0%,0.2%,423
"Washington, DC metro area",June 2019,427.0,1.1%,2.2%,"7,682",-4.0%,-7.2%,"7,976",-19.0%,-9.4%,"15,075",0.6%,4.3%,26,3,11,99.7,-0.1%,0.0%,428
"Washington, DC metro area",July 2019,420.0,-1.6%,5.0%,"7,475",-2.7%,-0.1%,"7,230",-9.4%,-5.3%,"14,240",-5.5%,2.0%,28,2,9,99.6,-0.1%,0.3%,421
"Washington, DC metro area",August 2019,415.0,-1.2%,4.0%,"6,908",-7.6%,-2.3%,"6,819",-5.7%,-6.0%,"13,858",-2.7%,-1.7%,33,5,9,99.5,-0.2%,0.3%,417
"Washington, DC metro area",September 2019,400.0,-3.6%,4.7%,"5,849",-15.3%,11.3%,"7,051",3.4%,1.2%,"14,240",2.8%,-8.7%,35,2,7,99.3,-0.2%,0.1%,402
"Washington, DC metro area",October 2019,410.0,2.5%,5.2%,"6,096",4.2%,3.8%,"6,392",-9.3%,-1.9%,"13,686",-3.9%,-11.5%,34,-1,-9,99.4,0.1%,0.2%,412
"Washington, DC metro area",November 2019,415.0,1.2%,6.4%,"5,133",-15.8%,-6.7%,"4,447",-30.4%,-3.9%,"12,000",-12.3%,-10.4%,37,3,-11,99.4,0.0%,0.5%,417
"Washington, DC metro area",December 2019,419.0,1.0%,5.0%,"5,608",9.3%,8.2%,"3,017",-32.2%,-0.3%,"9,589",-20.1%,-13.1%,42,5,-8,99.2,-0.2%,0.3%,422
"Washington, DC metro area",January 2020,399.0,-4.7%,3.7%,"4,100",-26.9%,0.5%,"5,348",77.3%,8.4%,"9,655",0.7%,-10.2%,52,10,-8,98.9,-0.3%,0.1%,403
"Washington, DC metro area",February 2020,418.0,4.6%,8.0%,"4,529",10.5%,9.1%,"6,572",22.9%,9.5%,"10,105",4.7%,-10.2%,38,-14,-10,99.5,0.6%,0.4%,420
"Washington, DC metro area",March 2020,438.0,4.9%,8.1%,"6,136",35.5%,5.9%,"8,493",29.2%,-3.7%,"11,378",12.6%,-9.2%,27,-11,-6,100.1,0.6%,0.6%,437
"Washington, DC metro area",April 2020,447.0,2.0%,6.4%,"5,663",-7.7%,-16.2%,"6,202",-27.0%,-36.1%,"11,675",2.6%,-15.6%,23,-4,-1,100.1,0.0%,0.3%,446
"Washington, DC metro area",May 2020,440.0,-1.5%,4.1%,"5,509",-2.7%,-31.2%,"6,777",9.3%,-31.2%,"11,521",-1.3%,-23.2%,30,7,7,99.7,-0.4%,-0.1%,441
"Washington, DC metro area",June 2020,440.0,0.0%,3.0%,"7,206",30.8%,-6.2%,"7,662",13.1%,-3.9%,"10,848",-5.8%,-28.0%,32,2,6,99.9,0.2%,0.1%,440
"Washington, DC metro area",July 2020,470.0,6.8%,11.9%,"8,101",12.4%,8.4%,"8,738",14.0%,20.9%,"10,967",1.1%,-23.0%,29,-3,1,100.2,0.3%,0.6%,469
"Washington, DC metro area",August 2020,464.0,-1.3%,11.8%,"7,791",-3.8%,12.8%,"8,041",-8.0%,17.9%,"10,502",-4.2%,-24.2%,26,-3,-7,100.5,0.3%,1.0%,461
"Washington, DC metro area",September 2020,455.0,-1.9%,13.8%,"7,667",-1.6%,31.1%,"8,473",5.4%,20.2%,"10,856",3.4%,-23.8%,26,0,-9,100.4,-0.1%,1.2%,453
"Washington, DC metro area",October 2020,460.0,1.1%,12.2%,"7,774",1.4%,27.5%,"8,743",3.2%,36.8%,"11,221",3.4%,-18.0%,25,-1,-9,100.5,0.1%,1.1%,457
"Washington, DC metro area",November 2020,450.0,-2.2%,8.4%,"6,753",-13.1%,31.6%,"5,736",-34.4%,29.0%,"9,996",-10.9%,-16.7%,26,1,-11,100.4,-0.1%,1.1%,448
"Washington, DC metro area",December 2020,450.0,0.0%,7.4%,"7,170",6.2%,27.9%,"4,428",-22.8%,46.8%,"7,897",-21.0%,-17.6%,30,4,-12,100.2,-0.2%,1.0%,449
"Washington, DC metro area",January 2021,441.0,-2.1%,10.3%,"4,821",-32.8%,17.6%,"5,667",28.0%,6.0%,"7,655",-3.1%,-20.7%,34,4,-18,100.3,0.1%,1.4%,439
"Washington, DC metro area",February 2021,450.0,2.2%,7.8%,"5,246",8.8%,15.8%,"6,062",7.0%,-7.8%,"7,451",-2.7%,-26.3%,28,-6,-10,100.8,0.5%,1.3%,446
"Washington, DC metro area",March 2021,479.0,6.4%,9.4%,"6,962",32.7%,13.5%,"9,093",50.0%,7.1%,"7,781",4.4%,-31.6%,19,-9,-8,101.7,0.9%,1.6%,470
"Washington, DC metro area",April 2021,505.0,5.4%,13.0%,"8,225",18.1%,45.2%,"10,515",15.6%,69.5%,"9,269",19.1%,-20.6%,13,-6,-10,102.3,0.6%,2.2%,493
"Washington, DC metro area",May 2021,514.0,1.8%,16.8%,"8,499",3.3%,54.3%,"9,966",-5.2%,47.1%,"9,670",4.3%,-16.1%,10,-3,-20,102.8,0.5%,3.1%,500
"Washington, DC metro area",June 2021,520.0,1.2%,18.2%,"9,575",12.7%,32.9%,"10,290",3.3%,34.3%,"10,695",10.6%,-1.4%,12,2,-20,102.5,-0.3%,2.6%,507
"Washington, DC metro area",July 2021,507.0,-2.5%,7.9%,"8,519",-11.0%,5.2%,"9,898",-3.8%,13.3%,"12,218",14.2%,11.4%,17,5,-12,101.7,-0.8%,1.5%,498
"Washington, DC metro area",August 2021,490.0,-3.4%,5.6%,"8,102",-4.9%,4.0%,"8,006",-19.1%,-0.4%,"11,842",-3.1%,12.8%,24,7,-2,100.9,-0.7%,0.5%,485
"Washington, DC metro area",September 2021,480.0,-2.0%,5.4%,"7,167",-11.5%,-6.5%,"8,573",7.1%,1.2%,"12,513",5.7%,15.3%,29,5,3,100.5,-0.4%,0.1%,477
"Washington, DC metro area",October 2021,495.0,3.1%,7.6%,"7,098",-1.0%,-8.7%,"7,191",-16.1%,-17.8%,"11,617",-7.2%,3.5%,30,1,5,100.3,-0.2%,-0.1%,493
"Washington, DC metro area",November 2021,495.0,0.0%,10.0%,"7,116",0.3%,5.4%,"5,147",-28.4%,-10.3%,"9,417",-18.9%,-5.8%,33,3,7,100.3,-0.1%,-0.1%,493
"Washington, DC metro area",December 2021,488.0,-1.5%,8.3%,"6,829",-4.0%,-4.8%,"3,758",-27.0%,-15.1%,"6,965",-26.0%,-11.8%,35,2,5,100.3,0.0%,0.1%,486
"Washington, DC metro area",January 2022,473.0,-3.1%,7.3%,"4,383",-35.8%,-9.1%,"4,502",19.8%,-20.6%,"6,218",-10.7%,-18.8%,38,3,4,100.2,0.0%,-0.1%,472
"Washington, DC metro area",February 2022,496.0,5.0%,10.2%,"4,811",9.8%,-8.3%,"6,109",35.7%,0.8%,"6,364",2.3%,-14.6%,28,-10,0,101.5,1.3%,0.7%,488
"Washington, DC metro area",March 2022,525.0,5.8%,9.6%,"6,649",38.2%,-4.5%,"8,558",40.1%,-5.9%,"7,371",15.8%,-5.3%,15,-13,-4,102.6,1.1%,0.9%,511
"Washington, DC metro area",April 2022,550.0,4.8%,8.9%,"6,938",4.3%,-15.6%,"9,181",7.3%,-12.7%,"8,792",19.3%,-5.1%,11,-4,-2,103.1,0.5%,0.8%,533
"Washington, DC metro area",May 2022,555.0,0.9%,8.0%,"7,584",9.3%,-10.8%,"8,696",-5.3%,-12.7%,"9,772",11.1%,1.1%,12,1,2,102.8,-0.3%,0.0%,539
"Washington, DC metro area",June 2022,550.0,-0.9%,5.8%,"7,299",-3.8%,-23.8%,"8,567",-1.5%,-16.7%,"11,175",14.4%,4.5%,18,6,6,101.6,-1.2%,-0.8%,541
"Washington, DC metro area",July 2022,530.0,-3.6%,4.5%,"6,028",-17.4%,-29.2%,"7,072",-17.5%,-28.6%,"11,827",5.8%,-3.2%,26,8,9,100.5,-1.1%,-1.2%,527
"Washington, DC metro area",August 2022,520.0,-1.9%,6.1%,"5,912",-1.9%,-27.0%,"5,672",-19.8%,-29.2%,"11,073",-6.4%,-6.5%,32,6,8,99.7,-0.8%,-1.3%,521
"Washington, DC metro area",September 2022,500.0,-3.8%,4.2%,"5,233",-11.5%,-27.0%,"6,463",13.9%,-24.6%,"11,660",5.3%,-6.8%,36,4,7,99.5,-0.1%,-1.0%,502
"Washington, DC metro area",October 2022,518.0,3.7%,4.7%,"4,642",-11.3%,-34.6%,"5,004",-22.6%,-30.4%,"11,412",-2.1%,-1.8%,36,0,6,99.5,0.0%,-0.8%,520
"Washington, DC metro area",November 2022,500.0,-3.6%,1.0%,"4,052",-12.7%,-43.1%,"3,609",-27.9%,-29.9%,"10,146",-11.1%,7.7%,42,6,9,99.2,-0.4%,-1.1%,504
"Washington, DC metro area",December 2022,490.0,-2.0%,0.5%,"3,889",-4.0%,-43.1%,"2,325",-35.6%,-38.1%,"8,108",-20.1%,16.4%,46,4,11,98.9,-0.3%,-1.4%,495
"Washington, DC metro area",January 2023,475.0,-3.1%,0.5%,"2,888",-25.7%,-34.1%,"3,653",57.1%,-18.9%,"7,636",-5.8%,22.8%,59,13,21,98.7,-0.2%,-1.5%,481
"Washington, DC metro area",February 2023,508.0,6.9%,2.4%,"3,560",23.3%,-26.0%,"4,018",10.0%,-34.2%,"7,166",-6.2%,12.6%,46,-13,18,99.6,0.9%,-1.9%,510
"Washington, DC metro area",March 2023,522.0,2.8%,-0.5%,"4,659",30.9%,-29.9%,"6,329",57.5%,-26.0%,"7,980",11.4%,8.3%,32,-14,17,100.2,0.6%,-2.4%,520
"Washington, DC metro area",April 2023,545.0,4.4%,-0.9%,"4,688",0.6%,-32.4%,"5,880",-7.1%,-36.0%,"8,234",3.2%,-6.3%,27,-5,16,100.9,0.6%,-2.3%,540
"Washington, DC metro area",May 2023,560.0,2.8%,0.9%,"5,754",22.7%,-24.1%,"6,195",5.4%,-28.8%,"8,099",-1.6%,-17.1%,23,-4,11,101.3,0.4%,-1.5%,552
"Washington, DC metro area",June 2023,557.0,-0.5%,1.3%,"5,945",3.3%,-18.6%,"6,207",0.2%,-27.5%,"8,419",4.0%,-24.7%,24,1,6,101.0,-0.2%,-0.6%,551
"Washington, DC metro area",July 2023,545.0,-2.2%,2.8%,"4,864",-18.2%,-19.3%,"5,607",-9.7%,-20.7%,"8,603",2.2%,-27.3%,26,2,0,100.8,-0.2%,0.3%,540
"Washington, DC metro area",August 2023,550.0,0.9%,5.8%,"5,130",5.5%,-13.2%,"5,153",-8.1%,-9.2%,"8,403",-2.3%,-24.1%,28,2,-4,100.4,-0.4%,0.8%,547
"Washington, DC metro area",September 2023,520.0,-5.5%,4.0%,"4,188",-18.4%,-20.0%,"5,490",6.5%,-15.1%,"9,287",10.5%,-20.4%,30,2,-6,100.2,-0.3%,0.6%,518
"Washington, DC metro area",October 2023,527.0,1.3%,1.6%,"4,161",-0.6%,-10.4%,"4,748",-13.5%,-5.1%,"9,265",-0.2%,-18.8%,32,2,-4,100.0,-0.1%,0.5%,527
"Washington, DC metro area",November 2023,525.0,-0.3%,5.1%,"3,767",-9.5%,-7.0%,"3,687",-22.3%,2.2%,"8,557",-7.6%,-15.7%,35,3,-7,99.5,-0.5%,0.4%,527
"Washington, DC metro area",December 2023,520.0,-1.0%,6.1%,"3,562",-5.4%,-8.4%,"2,406",-34.7%,3.5%,"6,989",-18.3%,-13.8%,40,5,-6,99.5,0.0%,0.6%,522
"Washington, DC metro area",January 2024,510.0,-1.9%,7.4%,"2,921",-18.0%,1.1%,"3,845",59.8%,5.3%,"6,830",-2.3%,-10.6%,48,8,-11,99.4,-0.1%,0.7%,513
"Washington, DC metro area",February 2024,535.0,4.9%,5.3%,"3,587",22.8%,0.8%,"4,735",23.1%,17.8%,"7,251",6.2%,1.2%,35,-13,-11,100.2,0.8%,0.5%,533
"Washington, DC metro area",March 2024,560.0,4.7%,7.2%,"4,177",16.4%,-10.3%,"5,867",23.9%,-7.3%,"7,900",9.0%,-1.0%,28,-7,-4,100.9,0.8%,0.7%,555
"Washington, DC metro area",April 2024,578.0,3.2%,6.0%,"5,127",22.7%,9.4%,"6,675",13.8%,13.5%,"8,569",8.5%,4.1%,24,-4,-3,101.3,0.4%,0.4%,570
"Washington, DC metro area",May 2024,590.0,2.1%,5.4%,"5,679",10.8%,-1.3%,"7,199",7.9%,16.2%,"9,625",12.3%,18.8%,23,-1,0,101.5,0.3%,0.3%,581
"Washington, DC metro area",June 2024,595.0,0.8%,6.8%,"5,199",-8.5%,-12.5%,"6,257",-13.1%,0.8%,"9,528",-1.0%,13.2%,25,2,1,101.0,-0.5%,0.0%,589
